ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600891.SH,20200121,1.53,1.53,1.45,1.46,1.53,-0.07000000000000006,-4.5752,88477.0,13068.706
600891.SH,20200120,1.57,1.57,1.52,1.53,1.57,-0.040000000000000036,-2.5478,60857.93,9383.37
600891.SH,20200117,1.55,1.64,1.55,1.57,1.57,0.0,0.0,62072.0,9876.44
600891.SH,20200116,1.59,1.6,1.56,1.57,1.6,-0.030000000000000027,-1.875,66313.26,10450.875
600891.SH,20200115,1.6,1.62,1.58,1.6,1.6,0.0,0.0,57712.0,9215.785
600891.SH,20200114,1.63,1.66,1.6,1.6,1.63,-0.029999999999999805,-1.8405,90315.0,14742.021
600891.SH,20200113,1.72,1.73,1.62,1.63,1.71,-0.08000000000000007,-4.6784,167568.0,27594.25
600891.SH,20200110,1.66,1.71,1.63,1.71,1.63,0.08000000000000007,4.908,278350.01,47018.729
600891.SH,20200109,1.56,1.63,1.56,1.63,1.55,0.07999999999999985,5.1613,98654.17,15900.161
600891.SH,20200108,1.6,1.61,1.55,1.55,1.61,-0.06000000000000005,-3.7267,111246.25,17549.534
600891.SH,20200107,1.6,1.62,1.56,1.61,1.6,0.010000000000000009,0.625,96012.1,15318.04
600891.SH,20200106,1.59,1.63,1.56,1.6,1.56,0.040000000000000036,2.5641,119038.5,18991.605
600891.SH,20200103,1.49,1.56,1.49,1.56,1.49,0.07000000000000006,4.698,105178.96,16176.645
600891.SH,20200102,1.5,1.53,1.48,1.49,1.5,-0.010000000000000009,-0.6667,86340.02,12934.658
600891.SH,20191231,1.41,1.5,1.41,1.5,1.43,0.07000000000000006,4.8951,100801.5,14862.522
600891.SH,20191230,1.47,1.47,1.41,1.43,1.48,-0.050000000000000044,-3.3784,84827.0,12148.128
600891.SH,20191227,1.5,1.53,1.47,1.48,1.52,-0.040000000000000036,-2.6316,84347.0,12642.105
600891.SH,20191226,1.47,1.54,1.45,1.52,1.53,-0.010000000000000009,-0.6536,158458.34,23420.296
600891.SH,20191225,1.61,1.68,1.53,1.53,1.61,-0.08000000000000007,-4.9689,210284.0,33125.871
600891.SH,20191224,1.53,1.61,1.52,1.61,1.53,0.08000000000000007,5.2288,151337.63,24033.966
600891.SH,20191223,1.46,1.55,1.45,1.53,1.49,0.040000000000000036,2.6846,125630.53,19036.048
600891.SH,20191220,1.47,1.52,1.43,1.49,1.45,0.040000000000000036,2.7586,131349.02,19368.597
600891.SH,20191219,1.38,1.45,1.37,1.45,1.38,0.07000000000000006,5.0725,125623.85,17984.72
600891.SH,20191218,1.38,1.39,1.37,1.38,1.38,0.0,0.0,50497.0,6961.163
600891.SH,20191217,1.36,1.38,1.36,1.38,1.36,0.019999999999999796,1.4706,51357.39,7038.289
600891.SH,20191216,1.37,1.38,1.35,1.36,1.37,-0.010000000000000009,-0.7299,37692.1,5128.632
600891.SH,20191213,1.36,1.38,1.35,1.37,1.36,0.010000000000000009,0.7353,53862.25,7348.128
600891.SH,20191212,1.34,1.37,1.34,1.36,1.34,0.020000000000000018,1.4925,39617.35,5350.06
600891.SH,20191211,1.35,1.36,1.33,1.34,1.35,-0.010000000000000009,-0.7407,46336.1,6201.442
600891.SH,20191210,1.38,1.38,1.34,1.35,1.38,-0.029999999999999805,-2.1739,52483.43,7126.174
600891.SH,20191209,1.38,1.4,1.35,1.38,1.36,0.019999999999999796,1.4706,63577.53,8749.646
600891.SH,20191206,1.34,1.38,1.33,1.36,1.34,0.020000000000000018,1.4925,45227.0,6145.31
600891.SH,20191205,1.38,1.39,1.33,1.34,1.39,-0.04999999999999982,-3.5971,68229.53,9239.263
600891.SH,20191204,1.34,1.41,1.34,1.39,1.36,0.029999999999999805,2.2059,82081.0,11382.6
600891.SH,20191203,1.3,1.38,1.28,1.36,1.31,0.050000000000000044,3.8168,78727.0,10510.491
600891.SH,20191202,1.33,1.34,1.3,1.31,1.32,-0.010000000000000009,-0.7576,38603.0,5109.731
600891.SH,20191129,1.32,1.36,1.32,1.32,1.33,-0.010000000000000009,-0.7519,45920.0,6125.946
600891.SH,20191128,1.31,1.35,1.31,1.33,1.32,0.010000000000000009,0.7576,59666.0,7954.798
600891.SH,20191127,1.32,1.33,1.29,1.32,1.34,-0.020000000000000018,-1.4925,60804.13,7956.437
600891.SH,20191126,1.31,1.35,1.3,1.34,1.3,0.040000000000000036,3.0769,63646.13,8449.682
600891.SH,20191125,1.29,1.31,1.27,1.3,1.29,0.010000000000000009,0.7752,47413.0,6133.025
600891.SH,20191122,1.31,1.33,1.28,1.29,1.31,-0.020000000000000018,-1.5267,58205.51,7566.094
600891.SH,20191121,1.32,1.32,1.29,1.31,1.31,0.0,0.0,41972.47,5496.617
600891.SH,20191120,1.33,1.34,1.29,1.31,1.32,-0.010000000000000009,-0.7576,56057.5,7358.902
600891.SH,20191119,1.3,1.35,1.3,1.32,1.31,0.010000000000000009,0.7634,80684.0,10688.46
600891.SH,20191118,1.27,1.31,1.25,1.31,1.25,0.06000000000000005,4.8,93098.57,12079.531
600891.SH,20191115,1.25,1.27,1.23,1.25,1.24,0.010000000000000009,0.8065,70216.0,8776.64
600891.SH,20191114,1.21,1.26,1.21,1.24,1.21,0.030000000000000027,2.4793,55705.5,6918.868
600891.SH,20191113,1.19,1.24,1.17,1.21,1.19,0.020000000000000018,1.6807,63851.1,7759.382
600891.SH,20191112,1.16,1.19,1.16,1.19,1.17,0.020000000000000018,1.7094,37539.5,4402.613
600891.SH,20191111,1.2,1.2,1.16,1.17,1.2,-0.030000000000000027,-2.5,55826.0,6568.164
600891.SH,20191108,1.18,1.23,1.17,1.2,1.18,0.020000000000000018,1.6949,69146.95,8325.13
600891.SH,20191107,1.2,1.22,1.17,1.18,1.21,-0.030000000000000027,-2.4793,88982.0,10622.326
600891.SH,20191106,1.15,1.21,1.14,1.21,1.15,0.06000000000000005,5.2174,109090.99,13107.534
600891.SH,20191105,1.16,1.18,1.15,1.15,1.18,-0.030000000000000027,-2.5424,45303.0,5277.725
600891.SH,20191104,1.13,1.2,1.12,1.18,1.14,0.040000000000000036,3.5088,71131.51,8280.911
600891.SH,20191101,1.16,1.17,1.11,1.14,1.17,-0.030000000000000027,-2.5641,87894.0,9914.373
600891.SH,20191031,1.21,1.22,1.17,1.17,1.23,-0.06000000000000005,-4.878,76171.51,9002.979
600891.SH,20191030,1.29,1.29,1.23,1.23,1.29,-0.06000000000000005,-4.6512,63936.65,7953.341
600891.SH,20191029,1.32,1.32,1.29,1.29,1.32,-0.030000000000000027,-2.2727,24297.5,3172.663
600891.SH,20191028,1.31,1.34,1.26,1.32,1.31,0.010000000000000009,0.7634,43681.76,5740.987
600891.SH,20191025,1.32,1.32,1.3,1.31,1.32,-0.010000000000000009,-0.7576,29377.34,3842.905
600891.SH,20191024,1.33,1.33,1.31,1.32,1.33,-0.010000000000000009,-0.7519,30459.0,4024.339
600891.SH,20191023,1.36,1.36,1.33,1.33,1.35,-0.020000000000000018,-1.4815,29188.52,3902.393
600891.SH,20191022,1.35,1.36,1.34,1.35,1.36,-0.010000000000000009,-0.7353,20238.81,2737.34
600891.SH,20191021,1.35,1.37,1.33,1.36,1.34,0.020000000000000018,1.4925,30093.02,4066.374
600891.SH,20191018,1.32,1.37,1.32,1.34,1.32,0.020000000000000018,1.5152,36186.0,4866.715
600891.SH,20191017,1.38,1.39,1.32,1.32,1.39,-0.06999999999999984,-5.036,54515.0,7386.09
600891.SH,20191016,1.4,1.41,1.38,1.39,1.4,-0.010000000000000009,-0.7143,28533.0,3971.206
600891.SH,20191015,1.42,1.42,1.4,1.4,1.41,-0.010000000000000009,-0.7092,22431.01,3150.034
600891.SH,20191014,1.42,1.43,1.41,1.41,1.41,0.0,0.0,21708.0,3083.249
600891.SH,20191011,1.43,1.43,1.39,1.41,1.43,-0.020000000000000018,-1.3986,25332.5,3570.706
600891.SH,20191010,1.41,1.44,1.41,1.43,1.41,0.020000000000000018,1.4184,22716.0,3245.107
600891.SH,20191009,1.4,1.42,1.38,1.41,1.4,0.010000000000000009,0.7143,30459.81,4282.591
600891.SH,20191008,1.4,1.41,1.39,1.4,1.4,0.0,0.0,29116.5,4072.791
600891.SH,20190930,1.4,1.41,1.39,1.4,1.4,0.0,0.0,26479.85,3705.659
600891.SH,20190927,1.4,1.42,1.38,1.4,1.41,-0.010000000000000009,-0.7092,37099.09,5209.244
600891.SH,20190926,1.47,1.47,1.4,1.41,1.47,-0.06000000000000005,-4.0816,81577.0,11599.425
600891.SH,20190925,1.48,1.49,1.46,1.47,1.48,-0.010000000000000009,-0.6757,43467.81,6394.28
600891.SH,20190924,1.48,1.51,1.48,1.48,1.48,0.0,0.0,44613.0,6662.613
600891.SH,20190923,1.49,1.49,1.46,1.48,1.54,-0.06000000000000005,-3.8961,68867.45,10189.895
600891.SH,20190920,1.54,1.57,1.53,1.54,1.54,0.0,0.0,56103.06,8700.57
600891.SH,20190919,1.51,1.54,1.51,1.54,1.53,0.010000000000000009,0.6536,46649.01,7104.747
600891.SH,20190918,1.57,1.57,1.53,1.53,1.61,-0.08000000000000007,-4.9689,152297.08,23532.087
600891.SH,20190917,1.59,1.61,1.59,1.61,1.53,0.08000000000000007,5.2288,231236.08,37194.582
600891.SH,20190916,1.51,1.53,1.5,1.53,1.51,0.020000000000000018,1.3245,38291.0,5808.902
600891.SH,20190912,1.51,1.52,1.49,1.51,1.51,0.0,0.0,38175.6,5754.19
600891.SH,20190911,1.5,1.53,1.49,1.51,1.5,0.010000000000000009,0.6667,60541.75,9151.096
600891.SH,20190910,1.49,1.5,1.47,1.5,1.49,0.010000000000000009,0.6711,45390.13,6751.427
600891.SH,20190909,1.49,1.5,1.47,1.49,1.48,0.010000000000000009,0.6757,46232.0,6863.204
600891.SH,20190906,1.5,1.51,1.47,1.48,1.5,-0.020000000000000018,-1.3333,45036.0,6693.516
600891.SH,20190905,1.5,1.52,1.5,1.5,1.5,0.0,0.0,38981.0,5868.957
600891.SH,20190904,1.5,1.5,1.48,1.5,1.5,0.0,0.0,33926.5,5067.758
600891.SH,20190903,1.49,1.51,1.48,1.5,1.49,0.010000000000000009,0.6711,40839.25,6095.447
600891.SH,20190902,1.46,1.5,1.46,1.49,1.47,0.020000000000000018,1.3605,34166.3,5062.478
600891.SH,20190830,1.49,1.51,1.46,1.47,1.48,-0.010000000000000009,-0.6757,43378.0,6435.631
600891.SH,20190829,1.51,1.52,1.48,1.48,1.51,-0.030000000000000027,-1.9868,43018.0,6434.36
600891.SH,20190828,1.51,1.52,1.5,1.51,1.51,0.0,0.0,35588.5,5366.158
600891.SH,20190827,1.51,1.52,1.49,1.51,1.49,0.020000000000000018,1.3423,26597.34,4013.392
600891.SH,20190826,1.5,1.51,1.48,1.49,1.52,-0.030000000000000027,-1.9737,33418.0,4988.685
600891.SH,20190823,1.51,1.54,1.51,1.52,1.52,0.0,0.0,32367.0,4922.592
600891.SH,20190822,1.51,1.53,1.5,1.52,1.51,0.010000000000000009,0.6623,37274.0,5634.713
600891.SH,20190821,1.52,1.53,1.5,1.51,1.53,-0.020000000000000018,-1.3072,27922.0,4226.345
600891.SH,20190820,1.52,1.55,1.51,1.53,1.52,0.010000000000000009,0.6579,57424.0,8760.923
600891.SH,20190819,1.5,1.53,1.5,1.52,1.5,0.020000000000000018,1.3333,49373.0,7484.376
600891.SH,20190816,1.49,1.53,1.47,1.5,1.5,0.0,0.0,64011.6,9583.131
600891.SH,20190815,1.48,1.51,1.45,1.5,1.5,0.0,0.0,43426.59,6419.624
600891.SH,20190814,1.51,1.53,1.49,1.5,1.51,-0.010000000000000009,-0.6623,57457.59,8668.348
600891.SH,20190813,1.44,1.52,1.44,1.51,1.45,0.06000000000000005,4.1379,89525.59,13483.852
600891.SH,20190812,1.45,1.47,1.44,1.45,1.44,0.010000000000000009,0.6944,32342.0,4702.818
600891.SH,20190809,1.46,1.48,1.44,1.44,1.46,-0.020000000000000018,-1.3699,32812.0,4786.334
600891.SH,20190808,1.46,1.48,1.45,1.46,1.45,0.010000000000000009,0.6897,28081.0,4109.221
600891.SH,20190807,1.44,1.47,1.43,1.45,1.43,0.020000000000000018,1.3986,38246.0,5549.476
600891.SH,20190806,1.47,1.48,1.42,1.43,1.49,-0.06000000000000005,-4.0268,68123.01,9775.529
600891.SH,20190805,1.51,1.54,1.49,1.49,1.52,-0.030000000000000027,-1.9737,46096.0,6984.695
600891.SH,20190802,1.54,1.56,1.48,1.52,1.56,-0.040000000000000036,-2.5641,53477.0,8157.22
600891.SH,20190801,1.55,1.59,1.54,1.56,1.57,-0.010000000000000009,-0.6369,30184.01,4715.646
600891.SH,20190731,1.59,1.59,1.56,1.57,1.59,-0.020000000000000018,-1.2579,29546.0,4643.402
600891.SH,20190730,1.59,1.6,1.58,1.59,1.58,0.010000000000000009,0.6329,23594.0,3751.568
600891.SH,20190729,1.59,1.6,1.57,1.58,1.6,-0.020000000000000018,-1.25,32421.5,5143.079
600891.SH,20190726,1.58,1.61,1.57,1.6,1.58,0.020000000000000018,1.2658,39337.01,6267.842
600891.SH,20190725,1.55,1.6,1.54,1.58,1.56,0.020000000000000018,1.2821,54470.0,8610.093
600891.SH,20190724,1.53,1.59,1.53,1.56,1.53,0.030000000000000027,1.9608,41777.0,6518.523
600891.SH,20190723,1.51,1.54,1.51,1.53,1.51,0.020000000000000018,1.3245,31202.5,4757.69
600891.SH,20190722,1.6,1.6,1.51,1.51,1.59,-0.08000000000000007,-5.0314,63435.79,9683.792
600891.SH,20190719,1.62,1.63,1.59,1.59,1.6,-0.010000000000000009,-0.625,36435.0,5866.264
600891.SH,20190718,1.63,1.65,1.59,1.6,1.63,-0.029999999999999805,-1.8405,40387.0,6507.266
600891.SH,20190717,1.67,1.68,1.63,1.63,1.67,-0.040000000000000036,-2.3952,64896.0,10731.673
600891.SH,20190716,1.59,1.67,1.57,1.67,1.59,0.07999999999999985,5.0314,83610.06,13836.348
600891.SH,20190715,1.58,1.6,1.54,1.59,1.58,0.010000000000000009,0.6329,47936.0,7569.603
600891.SH,20190712,1.59,1.6,1.57,1.58,1.6,-0.020000000000000018,-1.25,31568.5,5012.822
600891.SH,20190711,1.6,1.63,1.59,1.6,1.59,0.010000000000000009,0.6289,44380.0,7140.772
600891.SH,20190710,1.61,1.62,1.58,1.59,1.6,-0.010000000000000009,-0.625,38869.0,6215.076
600891.SH,20190709,1.59,1.62,1.56,1.6,1.62,-0.020000000000000018,-1.2346,58765.31,9305.242
600891.SH,20190708,1.64,1.66,1.62,1.62,1.71,-0.08999999999999986,-5.2632,77736.0,12639.636
600891.SH,20190705,1.72,1.73,1.69,1.71,1.72,-0.010000000000000009,-0.5814,56636.11,9680.134
600891.SH,20190704,1.71,1.75,1.7,1.72,1.72,0.0,0.0,86867.5,14972.686
600891.SH,20190703,1.85,1.85,1.71,1.72,1.8,-0.08000000000000007,-4.4444,202608.48,35894.47
600891.SH,20190702,1.71,1.8,1.71,1.8,1.71,0.09000000000000008,5.2632,192674.48,34337.958
600891.SH,20190701,1.7,1.75,1.68,1.71,1.69,0.020000000000000018,1.1834,104977.61,17962.248
600891.SH,20190628,1.67,1.75,1.66,1.69,1.68,0.010000000000000009,0.5952,111817.0,19012.224
600891.SH,20190627,1.7,1.72,1.67,1.68,1.71,-0.030000000000000027,-1.7544,129801.3,21991.834
600891.SH,20190626,1.61,1.71,1.59,1.71,1.63,0.08000000000000007,4.908,146947.73,24427.983
600891.SH,20190625,1.57,1.65,1.55,1.63,1.59,0.039999999999999813,2.5157,109805.65,17670.725
600891.SH,20190624,1.6,1.62,1.56,1.59,1.58,0.010000000000000009,0.6329,115404.07,18373.335
600891.SH,20190621,1.58,1.58,1.57,1.58,1.5,0.08000000000000007,5.3333,67908.28,10728.087
600891.SH,20190620,1.53,1.53,1.47,1.5,1.52,-0.020000000000000018,-1.3158,79928.0,11966.578
600891.SH,20190619,1.52,1.54,1.51,1.52,1.5,0.020000000000000018,1.3333,61893.0,9425.202
600891.SH,20190618,1.5,1.51,1.45,1.5,1.48,0.020000000000000018,1.3514,67867.0,10087.266
600891.SH,20190617,1.52,1.54,1.48,1.48,1.56,-0.08000000000000007,-5.1282,113827.0,17169.933
600891.SH,20190614,1.65,1.67,1.56,1.56,1.64,-0.07999999999999985,-4.878,164643.5,26560.813
600891.SH,20190613,1.6,1.64,1.55,1.64,1.56,0.07999999999999985,5.1282,168062.75,27055.624
600891.SH,20190612,1.47,1.56,1.47,1.56,1.49,0.07000000000000006,4.698,142586.05,22017.307
600891.SH,20190611,1.4,1.5,1.4,1.49,1.45,0.040000000000000036,2.7586,128023.0,18644.126
600891.SH,20190610,1.5,1.51,1.45,1.45,1.53,-0.08000000000000007,-5.2288,100425.8,14656.619
600891.SH,20190606,1.62,1.62,1.53,1.53,1.61,-0.08000000000000007,-4.9689,94312.61,14644.558
600891.SH,20190605,1.62,1.64,1.61,1.61,1.61,0.0,0.0,57100.1,9247.898
600891.SH,20190604,1.64,1.66,1.61,1.61,1.63,-0.019999999999999796,-1.227,83029.0,13548.864
600891.SH,20190603,1.66,1.68,1.62,1.63,1.67,-0.040000000000000036,-2.3952,69703.1,11450.811
600891.SH,20190531,1.64,1.68,1.64,1.67,1.65,0.020000000000000018,1.2121,100381.61,16710.363
600891.SH,20190530,1.66,1.68,1.62,1.65,1.68,-0.030000000000000027,-1.7857,87990.33,14513.153
600891.SH,20190529,1.71,1.73,1.65,1.68,1.73,-0.050000000000000044,-2.8902,132211.78,22275.721
600891.SH,20190528,1.7,1.79,1.68,1.73,1.72,0.010000000000000009,0.5814,170027.81,29754.978
600891.SH,20190527,1.63,1.75,1.6,1.72,1.67,0.050000000000000044,2.994,187723.26,31218.232
600891.SH,20190524,1.74,1.76,1.66,1.67,1.74,-0.07000000000000006,-4.023,157268.0,26752.845
600891.SH,20190523,1.78,1.81,1.72,1.74,1.8,-0.06000000000000005,-3.3333,159288.0,28142.349
600891.SH,20190522,1.84,1.89,1.78,1.8,1.86,-0.06000000000000005,-3.2258,195692.01,35728.857
600891.SH,20190521,1.89,1.9,1.86,1.86,1.96,-0.09999999999999987,-5.102,271430.3,50679.372
600891.SH,20190520,2.03,2.03,1.96,1.96,2.06,-0.10000000000000009,-4.8544,85386.0,16891.457
600891.SH,20190517,2.16,2.17,2.06,2.06,2.17,-0.10999999999999988,-5.0691,223115.01,46839.295
600891.SH,20190516,2.11,2.19,2.09,2.17,2.12,0.04999999999999982,2.3585,262797.37,56443.334
600891.SH,20190515,2.15,2.19,2.12,2.12,2.23,-0.10999999999999988,-4.9327,372359.06,79337.502
600891.SH,20190514,2.23,2.23,2.23,2.23,2.35,-0.1200000000000001,-5.1064,12548.0,2798.204
600891.SH,20190513,2.4,2.41,2.35,2.35,2.47,-0.1200000000000001,-4.8583,113062.0,26692.374
600891.SH,20190510,2.47,2.5,2.38,2.47,2.46,0.010000000000000231,0.4065,259741.94,63773.957
600891.SH,20190509,2.54,2.6,2.46,2.46,2.59,-0.1299999999999999,-5.0193,293077.16,73541.144
600891.SH,20190508,2.59,2.68,2.59,2.59,2.73,-0.14000000000000012,-5.1282,460793.81,119858.155
600891.SH,20190507,2.73,2.73,2.73,2.73,2.87,-0.14000000000000012,-4.878,3015.0,823.095
600891.SH,20190506,2.87,2.87,2.87,2.87,3.02,-0.1499999999999999,-4.9669,6055.0,1737.785
600891.SH,20190429,3.02,3.02,3.02,3.02,3.18,-0.16000000000000014,-5.0314,4758.0,1436.916
600891.SH,20190426,3.18,3.18,3.18,3.18,3.35,-0.16999999999999993,-5.0746,10135.0,3222.93
600891.SH,20190425,3.35,3.35,3.35,3.35,3.53,-0.17999999999999972,-5.0992,33068.0,11077.78
600891.SH,20190424,3.65,3.65,3.51,3.53,3.69,-0.16000000000000014,-4.336,313753.7,111087.273
600891.SH,20190423,3.85,3.87,3.69,3.69,3.88,-0.18999999999999995,-4.8969,315513.99,117681.876
600891.SH,20190422,3.85,3.93,3.82,3.88,3.89,-0.010000000000000231,-0.2571,266779.9,103135.249
600891.SH,20190419,4.01,4.05,3.85,3.89,4.05,-0.1599999999999997,-3.9506,461132.82,179861.75
600891.SH,20190418,4.03,4.14,4.0,4.05,4.07,-0.020000000000000462,-0.4914,386330.91,156928.018
600891.SH,20190417,4.04,4.2,4.04,4.07,4.25,-0.17999999999999972,-4.2353,645334.85,262737.326
600891.SH,20190416,4.25,4.25,4.25,4.25,4.47,-0.21999999999999975,-4.9217,11813.0,5020.525
600891.SH,20190415,4.47,4.47,4.47,4.47,4.71,-0.2400000000000002,-5.0955,21424.0,9576.528
600891.SH,20190412,4.71,4.71,4.71,4.71,4.96,-0.25,-5.0403,4150.0,1954.65
600891.SH,20190411,4.96,4.96,4.96,4.96,5.22,-0.2599999999999998,-4.9808,2793.0,1385.328
600891.SH,20190410,5.22,5.22,5.22,5.22,5.49,-0.27000000000000046,-4.918,3187.0,1663.614
600891.SH,20190408,5.44,5.53,5.36,5.49,5.42,0.07000000000000028,1.2915,192845.43,105191.219
600891.SH,20190404,5.43,5.48,5.38,5.42,5.45,-0.03000000000000025,-0.5505,149375.42,81110.323
600891.SH,20190403,5.38,5.46,5.31,5.45,5.41,0.040000000000000036,0.7394,130076.44,70332.282
600891.SH,20190402,5.4,5.47,5.38,5.41,5.41,0.0,0.0,132379.3,71808.633
600891.SH,20190401,5.3,5.44,5.27,5.41,5.31,0.10000000000000053,1.8832,164180.96,88349.72
600891.SH,20190329,5.22,5.31,5.15,5.31,5.22,0.08999999999999986,1.7241,136114.32,71338.063
600891.SH,20190328,5.31,5.32,5.2,5.22,5.33,-0.11000000000000032,-2.0638,115659.62,60714.715
600891.SH,20190327,5.45,5.49,5.25,5.33,5.43,-0.09999999999999964,-1.8416,138627.69,73995.013
600891.SH,20190326,5.51,5.62,5.41,5.43,5.49,-0.0600000000000005,-1.0929,155549.57,85937.858
600891.SH,20190325,5.5,5.58,5.48,5.49,5.6,-0.10999999999999943,-1.9643,126541.41,70016.276
600891.SH,20190322,5.66,5.68,5.5,5.6,5.67,-0.07000000000000028,-1.2346,169569.18,94845.939
600891.SH,20190321,5.56,5.7,5.56,5.67,5.56,0.11000000000000032,1.9784,234041.74,132291.513
600891.SH,20190320,5.48,5.56,5.46,5.56,5.51,0.04999999999999982,0.9074,147176.54,81233.037
600891.SH,20190319,5.5,5.55,5.48,5.51,5.54,-0.03000000000000025,-0.5415,142523.14,78631.258
600891.SH,20190318,5.46,5.54,5.36,5.54,5.49,0.04999999999999982,0.9107,159235.68,87019.183
600891.SH,20190315,5.44,5.52,5.41,5.49,5.43,0.0600000000000005,1.105,129747.15,71022.334
600891.SH,20190314,5.59,5.62,5.32,5.43,5.63,-0.20000000000000018,-3.5524,210696.18,114907.286
600891.SH,20190313,5.78,5.8,5.59,5.63,5.85,-0.21999999999999975,-3.7607,262500.43,149349.454
600891.SH,20190312,5.69,5.86,5.65,5.85,5.66,0.1899999999999995,3.3569,306403.81,176781.556
600891.SH,20190311,5.47,5.68,5.42,5.66,5.51,0.15000000000000036,2.7223,222255.04,124195.175
600891.SH,20190308,5.86,5.93,5.5,5.51,5.97,-0.45999999999999996,-7.7052,379446.01,219446.079
600891.SH,20190307,5.9,6.05,5.77,5.97,5.89,0.08000000000000007,1.3582,430712.41,255878.609
600891.SH,20190306,5.72,6.05,5.72,5.89,5.69,0.1999999999999993,3.5149,480409.61,282093.088
600891.SH,20190305,5.64,5.69,5.61,5.69,5.69,0.0,0.0,280696.02,158449.894
600891.SH,20190304,5.63,5.72,5.55,5.69,5.63,0.0600000000000005,1.0657,362332.1,204603.423
600891.SH,20190301,5.63,5.75,5.56,5.63,5.76,-0.1299999999999999,-2.2569,341811.23,191903.939
600891.SH,20190228,5.88,5.94,5.71,5.76,5.94,-0.1800000000000006,-3.0303,401945.54,233296.797
600891.SH,20190227,5.48,6.04,5.45,5.94,5.49,0.4500000000000002,8.1967,711845.59,407203.039
600891.SH,20190226,5.5,5.55,5.44,5.49,5.57,-0.08000000000000007,-1.4363,381758.82,209756.979
600891.SH,20190225,5.39,5.6,5.3,5.57,5.44,0.1299999999999999,2.3897,551354.48,300470.593
600891.SH,20190222,5.56,5.56,5.36,5.44,5.59,-0.14999999999999947,-2.6834,401755.02,218656.308
600891.SH,20190221,5.43,5.7,5.41,5.59,5.48,0.10999999999999943,2.0073,513147.15,285457.265
600891.SH,20190220,5.57,5.65,5.48,5.48,5.61,-0.1299999999999999,-2.3173,387982.6,214831.559
600891.SH,20190219,5.52,5.72,5.5,5.61,5.7,-0.08999999999999986,-1.5789,579934.16,324024.438
600891.SH,20190218,5.61,5.72,5.22,5.7,5.67,0.03000000000000025,0.5291,629775.8,341987.562
600891.SH,20190215,5.73,5.76,5.61,5.67,5.77,-0.09999999999999964,-1.7331,269812.6,152609.166
600891.SH,20190214,6.34,6.34,5.61,5.77,5.76,0.009999999999999787,0.1736,396148.22,230860.089
600891.SH,20190213,5.76,6.25,5.7,5.76,5.76,0.0,0.0,330820.94,191742.982
600891.SH,20190212,5.91,5.91,5.74,5.76,5.92,-0.16000000000000014,-2.7027,108447.0,62824.118
600891.SH,20190211,6.06,6.06,5.87,5.92,6.06,-0.13999999999999968,-2.3102,41804.56,24870.965
